,sportnik,tipAktivnosti,zacetekAktivnosti,trajanjeAktivnosti,razdaljaAktivnosti,vzponAktivnosti,kalorijeAktivnosti,tempoAktivnosti,kadenceAvgAktivnosti,kadenceMaxAktivnosti
268,3,biking,2016-03-30T13:49:06.000Z,10430.0,83.776546875,456.59999084472656,1370,02:04,110,162.0
269,3,biking,2016-08-03T06:31:24.000Z,13620.0,91.6459375,486.60003662109375,1483,02:28,155,197.0
270,3,biking,2015-06-30T15:04:55.000Z,6577.0,48.65669921875,247.79998016357422,873,02:15,0.0,0.0
271,3,biking,2016-04-14T13:33:24.000Z,8200.0,72.0099609375,88.20001220703125,1166,01:53,133,133.0
272,3,biking,2014-05-10T10:28:31.000Z,12269.0,31.280640625,983.6000671386719,759,06:32,132,132.0
273,3,biking,2015-07-04T05:53:47.000Z,9128.0,54.47430859375,282.39998626708984,1024,02:47,0.0,0.0
274,3,biking,2016-07-30T16:41:19.000Z,9390.0,35.2107890625,267.8000793457031,719,04:26,115,211.0
275,3,biking,2016-07-29T15:58:52.000Z,4307.0,21.56573046875,89.39999389648438,387,03:19,102,127.0
276,3,biking,2016-01-23T08:51:52.000Z,5337.0,0.4794400024414063,4.0,778,05:31,0.0,0.0
277,3,biking,2015-02-21T09:11:47.000Z,10852.0,74.28628125,1284.9999678581953,1348,02:26,0.0,0.0
278,3,biking,2016-07-24T07:44:58.000Z,7962.0,60.44426171875,330.7999725341797,932,02:11,180,180.0
279,3,biking,2014-01-28T16:43:51.000Z,3664.0,0.10325,0.1999969482421875,447,51:26,230,230.0
280,3,biking,2014-01-02T08:39:12.000Z,3477.0,5.02035009765625,29.999984741210938,488,11:32,0.0,0.0
281,3,biking,2014-08-15T08:54:05.000Z,11940.0,62.42276171875,810.7999114990234,1099,03:11,0.0,0.0
282,3,biking,2016-03-19T09:03:37.000Z,11427.0,94.170421875,685.60009765625,1399,02:01,141,141.0
283,3,biking,2015-04-19T12:28:54.000Z,6645.0,47.4815703125,742.6000289916992,884,02:19,0.0,0.0
284,3,biking,2016-09-08T14:05:54.000Z,10165.0,78.6728671875,96.80001831054688,1318,02:09,93,112.0
285,3,biking,2014-06-21T09:49:22.000Z,3783.0,32.013640625,29.20001220703125,851,01:58,0.0,0.0
286,3,biking,2014-02-16T11:55:30.000Z,16449.0,110.78528125,729.0003204345703,1873,02:28,98,98.0
287,3,biking,2016-09-03T14:03:48.000Z,10468.0,38.74194140625,534.5999145507812,794,04:30,86,186.0
288,3,biking,2016-05-10T17:28:37.000Z,4356.0,35.48980859375,17.20001220703125,582,02:02,106,106.0
289,3,biking,2014-07-01T08:21:20.000Z,12503.0,89.68434375,698.7999801635742,1468,02:19,0.0,0.0
290,3,biking,2014-07-25T06:16:44.000Z,38601.0,146.995796875,1321.7999725341797,2368,04:22,0.0,0.0
291,3,biking,2015-01-17T08:41:42.000Z,601119.0,101.020203125,692.4000854492188,1771,39:10,0.0,0.0
292,3,biking,2013-09-13T15:27:08.000Z,9646.0,43.72423046875,31.800018310546875,1145,03:40,231,231.0
293,3,biking,2014-05-19T13:08:47.000Z,7317.0,56.142578125,357.400146484375,957,02:10,0.0,0.0
294,3,biking,2015-06-18T14:16:08.000Z,8540.0,66.7117109375,544.3999481201172,1054,02:08,0.0,0.0
295,3,biking,2015-12-31T09:24:05.000Z,5725.0,0.566280029296875,10.599998474121094,6,48:29,0.0,0.0
296,3,biking,2013-09-10T13:56:35.000Z,10074.0,62.7708203125,238.00001525878906,1074,02:40,143,143.0
297,3,biking,2014-01-05T08:11:55.000Z,1202.0,1.794989990234375,159.19998168945312,198,11:09,0.0,0.0
298,3,biking,2015-07-01T10:22:42.000Z,8285.0,66.6181015625,727.4000091552734,1047,02:04,0.0,0.0
299,3,biking,2016-08-17T08:23:48.000Z,10694.0,88.17028125,391.3999786376953,1408,02:01,94,165.0
300,3,biking,2014-04-04T13:31:42.000Z,1896.0,15.4095703125,75.80006408691406,331,02:03,111,111.0
301,3,biking,2016-01-07T16:52:36.000Z,147637.0,0.31341000366210936,4.20001220703125,947,51:06,0.0,0.0
302,3,biking,2016-05-25T14:03:34.000Z,14562.0,122.999203125,927.5999450683594,1857,01:58,204,204.0
303,3,biking,2014-03-26T14:07:05.000Z,173848.0,54.02755859375,642.0002593994141,1285,53:37,153,153.0
304,3,biking,2014-10-11T07:05:00.000Z,29418.0,87.0236015625,693.5999755859375,1736,05:38,0.0,0.0
305,3,biking,2015-05-15T15:52:40.000Z,3833.0,22.368859375,23.400009155273438,671,02:51,0.0,0.0
306,3,biking,2014-12-27T13:00:38.000Z,3.0,0.009989999771118164,0.0,0,05:00,0.0,0.0
307,3,biking,2015-04-14T13:47:05.000Z,5303.0,29.324970703125,325.40001678466797,640,03:00,0.0,0.0
308,3,biking,2014-05-03T12:18:51.000Z,4044.0,14.54341015625,116.60005950927734,347,04:38,0.0,0.0
309,3,biking,2014-03-22T07:36:29.000Z,8491.0,62.91498046875,859.9999084472656,1452,02:14,134,134.0
310,3,biking,2015-07-15T07:09:16.000Z,4885.0,34.11794921875,485.80005145072937,668,02:23,0.0,0.0
311,3,biking,2014-06-18T14:38:39.000Z,10243.0,65.9445234375,477.19996643066406,1097,02:35,0.0,0.0
312,3,biking,2015-06-15T14:18:29.000Z,9322.0,73.6513671875,605.8000030517578,1308,02:06,0.0,0.0
313,3,biking,2014-02-26T08:37:08.000Z,21467.0,142.150578125,2707.2000882327557,2609,02:31,0.0,132.0
314,3,biking,2016-07-21T06:04:23.000Z,21631.0,151.562203125,2143.4000396728516,3017,02:22,169,192.0
315,3,biking,2013-10-06T10:23:50.000Z,1820976.0,21.682490234375,158.3999786376953,715,19:43,103,103.0
316,3,biking,2015-04-29T06:04:20.000Z,33012.0,178.512046875,1687.199966430664,3241,03:04,0.0,0.0
317,3,biking,2015-07-19T05:51:56.000Z,11239.0,75.625921875,212.9999542236328,1480,02:28,0.0,0.0
318,3,biking,2014-04-06T07:12:48.000Z,3288.0,22.262130859375,177.39996337890625,475,02:27,87,152.0
